age,education,career,sleep_hours,exercise,risk_tolerance,location,income_2040,happiness_score,health_score,relationship_stability
49,Bachelor's,Artist,7.4,1-2x/week,8,Rural,58600,7.0,65,67
65,High School,Artist,6.9,Rarely,7,Rural,54500,6.0,58,66
54,High School,Entrepreneur,6.4,1-2x/week,0,Suburban,66600,4.9,67,45
46,Master's,Doctor,4.0,Daily,2,Suburban,109400,4.8,75,53
28,Master's,Educator,8.7,3-5x/week,4,Urban,73200,5.1,88,63
29,PhD,Engineer,5.6,Rarely,0,Urban,91600,4.7,60,38
41,High School,Artist,7.8,3-5x/week,3,Rural,42900,5.8,80,57
60,PhD,Engineer,5.4,3-5x/week,1,Rural,104500,4.4,71,48
47,Bachelor's,Other,7.1,Daily,4,Urban,60800,5.8,83,64
40,High School,Engineer,7.2,3-5x/week,8,Urban,70000,6.6,78,78
62,PhD,Doctor,7.0,Daily,1,Rural,125300,5.6,81,46
40,Bachelor's,Doctor,4.3,3-5x/week,2,Rural,97000,4.0,73,42
61,Bachelor's,Engineer,8.0,1-2x/week,3,Suburban,85900,5.4,80,40
41,Master's,Doctor,6.2,1-2x/week,0,Suburban,106400,5.3,67,60
39,High School,Artist,9.9,1-2x/week,4,Urban,42600,7.8,76,66
22,High School,Entrepreneur,10.0,Daily,2,Suburban,54800,4.8,91,45
51,Bachelor's,Other,7.4,1-2x/week,5,Urban,62900,7.9,76,61
45,High School,Engineer,7.2,Daily,8,Urban,72000,6.3,83,62
65,PhD,Other,7.3,3-5x/week,5,Rural,88500,5.7,70,77
55,High School,Artist,10.0,Rarely,6,Urban,50000,8.1,71,43
34,PhD,Artist,8.8,1-2x/week,3,Urban,70100,5.8,77,72
26,High School,Doctor,4.9,Daily,7,Urban,83900,6.7,82,41
63,Bachelor's,Doctor,8.1,1-2x/week,1,Urban,105700,4.7,85,50
60,PhD,Engineer,7.1,3-5x/week,4,Rural,106000,6.9,84,56
41,PhD,Artist,7.3,1-2x/week,2,Suburban,72400,7.2,71,64
24,Master's,Other,6.8,Rarely,4,Urban,61600,5.4,60,66
57,PhD,Entrepreneur,7.3,3-5x/week,2,Urban,98800,5.6,75,58
26,Bachelor's,Doctor,5.6,Rarely,3,Urban,91900,6.2,57,57
52,High School,Other,10.0,Rarely,1,Suburban,51300,6.9,71,60
34,PhD,Educator,9.2,Daily,5,Suburban,86100,6.7,80,57
51,High School,Doctor,8.3,3-5x/week,7,Suburban,93900,6.2,85,69
46,Bachelor's,Other,8.7,1-2x/week,0,Urban,58400,5.8,77,50
38,PhD,Engineer,6.4,1-2x/week,8,Rural,99200,5.0,57,75
27,High School,Other,7.3,Daily,3,Suburban,42300,7.0,79,66
45,Master's,Doctor,5.8,1-2x/week,5,Suburban,110500,4.6,66,66
40,PhD,Engineer,6.0,1-2x/week,1,Suburban,96500,6.5,73,43
28,Master's,Doctor,6.0,Daily,8,Suburban,105200,4.8,82,73
43,Bachelor's,Artist,8.0,1-2x/week,0,Urban,52200,6.9,71,61
28,Bachelor's,Other,6.7,Rarely,8,Rural,55200,6.7,61,82
53,High School,Entrepreneur,4.2,3-5x/week,7,Urban,69700,4.4,73,90
50,Bachelor's,Doctor,5.7,1-2x/week,4,Rural,102000,5.8,76,74
50,Master's,Entrepreneur,6.0,Daily,3,Urban,86500,4.9,76,69
38,PhD,Doctor,10.0,Rarely,4,Rural,117200,6.3,69,57
65,Master's,Entrepreneur,8.5,Daily,2,Urban,92000,5.5,79,53
31,High School,Educator,6.6,Daily,4,Urban,54400,6.0,84,65
33,High School,Other,8.4,Daily,5,Rural,45700,6.1,85,68
62,High School,Artist,8.0,Rarely,3,Suburban,51300,5.7,61,70
61,Bachelor's,Engineer,7.2,1-2x/week,5,Rural,86900,5.7,75,63
60,Master's,Engineer,6.2,Rarely,5,Urban,96500,5.6,63,79
64,PhD,Entrepreneur,4.7,Rarely,5,Rural,103100,4.2,60,65
52,Master's,Artist,4.0,Rarely,0,Rural,65800,3.9,56,54
46,High School,Educator,7.8,Rarely,9,Rural,62900,7.0,59,88
45,High School,Engineer,5.7,Rarely,9,Rural,72500,5.7,62,87
59,Bachelor's,Engineer,8.0,1-2x/week,1,Suburban,84100,6.1,74,40
49,High School,Engineer,8.5,Rarely,9,Suburban,74100,6.5,70,64
29,High School,Artist,7.2,Daily,2,Urban,37600,5.5,87,62
25,Bachelor's,Artist,6.3,1-2x/week,7,Rural,48500,5.8,72,54
32,High School,Artist,7.3,Rarely,3,Rural,39300,5.2,67,59
45,PhD,Engineer,6.0,1-2x/week,9,Urban,102500,7.1,70,73
43,Master's,Other,6.3,Rarely,2,Rural,68200,6.1,64,52
57,PhD,Other,8.7,3-5x/week,3,Suburban,84300,6.6,88,50
64,Bachelor's,Other,7.2,1-2x/week,9,Suburban,70100,6.5,70,97
50,Bachelor's,Artist,7.1,Daily,9,Suburban,59500,7.4,81,79
55,Master's,Doctor,5.0,Rarely,2,Rural,113000,5.0,58,43
61,PhD,Doctor,7.5,Daily,0,Rural,124400,5.8,82,55
23,High School,Artist,7.4,Daily,7,Rural,37700,5.7,76,75
42,Master's,Educator,5.8,Rarely,0,Suburban,76800,6.0,61,55
19,Bachelor's,Engineer,6.9,1-2x/week,9,Urban,72100,7.2,82,75
64,PhD,Artist,6.6,Daily,0,Urban,80600,3.3,84,37
39,High School,Educator,7.5,Daily,4,Rural,57600,7.0,78,68
57,High School,Engineer,7.7,Rarely,10,Rural,77800,7.9,61,71
46,PhD,Entrepreneur,10.0,1-2x/week,9,Suburban,97900,7.5,97,62
24,PhD,Engineer,5.0,3-5x/week,4,Rural,91600,3.6,66,57
34,Master's,Other,6.0,Rarely,3,Urban,65100,6.1,52,75
18,Master's,Other,5.9,Daily,3,Suburban,58700,4.7,81,49
28,High School,Educator,5.8,3-5x/week,0,Urban,51200,5.4,77,48
62,Bachelor's,Artist,6.5,Rarely,10,Urban,64800,5.4,53,96
29,Bachelor's,Doctor,5.8,1-2x/week,6,Rural,94600,6.8,70,77
21,PhD,Entrepreneur,4.9,Rarely,7,Urban,86900,6.0,57,60
56,PhD,Educator,7.1,3-5x/week,10,Urban,97400,6.7,66,81
41,Bachelor's,Entrepreneur,8.3,Daily,7,Urban,74900,7.5,81,75
40,Bachelor's,Doctor,6.7,1-2x/week,4,Urban,98000,6.4,76,36
54,PhD,Educator,5.7,Daily,6,Rural,94600,6.5,75,57
20,PhD,Educator,6.1,1-2x/week,2,Rural,79000,4.2,78,64
22,Master's,Educator,7.9,Rarely,4,Rural,70800,7.5,70,67
31,Master's,Doctor,6.5,1-2x/week,5,Rural,104900,5.0,66,60
39,PhD,Doctor,9.2,1-2x/week,0,Urban,115600,3.9,71,32
59,High School,Other,5.8,Rarely,8,Suburban,57600,6.8,65,60
39,Bachelor's,Engineer,8.0,3-5x/week,3,Rural,77100,4.4,76,62
54,PhD,Doctor,7.0,Daily,8,Rural,125600,5.6,77,72
32,High School,Artist,6.5,Rarely,0,Suburban,37800,6.6,60,59
51,Bachelor's,Engineer,6.2,Daily,5,Urban,82900,6.3,84,72
29,Bachelor's,Engineer,5.9,Daily,0,Suburban,71600,6.5,80,30
53,High School,Doctor,8.0,3-5x/week,1,Urban,91700,6.3,82,49
50,High School,Entrepreneur,6.9,1-2x/week,3,Urban,66500,6.0,74,88
23,Bachelor's,Engineer,7.8,1-2x/week,2,Urban,70200,5.7,66,49
33,High School,Educator,6.6,1-2x/week,2,Rural,54200,5.5,74,58
48,Master's,Artist,5.3,1-2x/week,7,Urban,67700,4.9,70,84
25,Bachelor's,Engineer,8.0,Daily,2,Urban,71000,4.3,79,62
25,PhD,Doctor,7.1,Rarely,4,Suburban,112000,5.2,59,48
34,Bachelor's,Engineer,6.8,3-5x/week,4,Suburban,75600,6.4,75,44
36,PhD,Doctor,6.2,Daily,6,Suburban,117400,6.2,83,73
24,Master's,Artist,5.2,Rarely,2,Rural,55600,5.4,62,69
37,Bachelor's,Artist,5.6,Daily,9,Urban,54300,5.4,83,76
19,Master's,Doctor,9.3,1-2x/week,9,Rural,102100,6.9,71,80
29,PhD,Doctor,7.3,1-2x/week,1,Rural,112100,4.6,65,51
41,PhD,Engineer,7.3,1-2x/week,10,Suburban,101400,7.2,68,83
64,High School,Doctor,6.9,1-2x/week,5,Urban,98100,6.2,71,83
52,High School,Entrepreneur,5.1,Daily,1,Urban,66300,5.5,75,67
44,Master's,Entrepreneur,8.8,Daily,5,Urban,85100,7.6,81,55
19,PhD,Entrepreneur,6.7,Rarely,5,Rural,85100,6.2,56,79
62,Master's,Other,6.7,Rarely,3,Suburban,76300,5.5,63,66
36,High School,Doctor,6.8,3-5x/week,9,Urban,88900,7.2,74,83
55,Bachelor's,Artist,5.7,Rarely,10,Rural,62000,6.5,62,82
26,Master's,Other,7.4,3-5x/week,8,Urban,64400,5.2,83,64
57,Bachelor's,Other,8.6,1-2x/week,3,Suburban,64300,6.6,73,50
65,PhD,Other,6.6,Rarely,1,Suburban,86500,5.8,66,67
28,Bachelor's,Other,4.4,1-2x/week,6,Suburban,54200,6.7,70,72
36,Master's,Engineer,4.3,3-5x/week,7,Rural,87900,5.5,76,58
18,High School,Entrepreneur,8.5,1-2x/week,0,Suburban,52200,4.7,77,57
42,Bachelor's,Engineer,8.3,1-2x/week,0,Suburban,76800,5.0,78,57
38,PhD,Other,8.5,3-5x/week,10,Urban,80200,7.2,78,97
53,High School,Doctor,5.3,1-2x/week,1,Rural,91700,4.8,67,61
28,Master's,Engineer,5.1,1-2x/week,5,Suburban,83700,5.9,66,65
41,High School,Educator,6.3,1-2x/week,1,Urban,56900,6.4,76,51
38,Master's,Entrepreneur,7.8,3-5x/week,6,Urban,83200,5.4,84,73
36,Bachelor's,Engineer,6.5,3-5x/week,3,Rural,75900,4.8,77,66
59,High School,Entrepreneur,4.0,Daily,9,Rural,73100,6.4,80,82
63,Bachelor's,Engineer,5.3,1-2x/week,9,Rural,89700,4.9,66,69
38,Master's,Doctor,6.3,Rarely,8,Urban,109200,7.4,64,82
34,PhD,Artist,6.2,3-5x/week,8,Rural,72600,4.3,65,63
49,Bachelor's,Other,5.4,Daily,6,Urban,62600,6.5,88,63
38,Master's,Educator,8.5,Rarely,1,Suburban,75700,6.6,68,34
47,Bachelor's,Doctor,6.6,1-2x/week,9,Suburban,103300,7.1,78,95
51,High School,Artist,10.0,3-5x/week,6,Rural,48400,7.5,84,62
36,PhD,Other,8.8,3-5x/week,7,Suburban,77900,6.2,87,91
64,High School,Doctor,7.8,Rarely,2,Suburban,96600,6.0,71,66
18,Bachelor's,Artist,6.1,Daily,5,Urban,44700,4.7,80,65
64,Bachelor's,Artist,7.4,1-2x/week,6,Rural,63600,5.4,76,59
24,High School,Doctor,7.4,3-5x/week,2,Suburban,80600,5.1,79,41
18,Bachelor's,Artist,6.9,1-2x/week,4,Urban,44200,5.0,77,52
33,Master's,Entrepreneur,8.9,1-2x/week,8,Urban,82200,7.3,76,77
61,PhD,Other,8.6,1-2x/week,2,Rural,85400,5.3,75,68
32,Bachelor's,Other,5.8,1-2x/week,8,Suburban,56800,6.2,70,83
57,High School,Artist,6.1,3-5x/week,1,Urban,48300,5.1,78,53
37,Bachelor's,Entrepreneur,5.4,Rarely,5,Rural,72300,4.8,64,79
21,PhD,Other,9.6,Rarely,9,Urban,72900,7.3,72,74
47,Bachelor's,Doctor,8.0,Daily,0,Suburban,98800,4.2,93,36
51,Master's,Artist,7.4,Rarely,8,Suburban,69400,8.2,56,92
54,PhD,Other,4.0,Rarely,9,Urban,86100,6.2,61,67
24,Master's,Educator,5.2,1-2x/week,5,Rural,72100,6.8,72,67
40,High School,Artist,5.1,3-5x/week,9,Suburban,45500,8.2,76,86
39,Master's,Doctor,5.8,1-2x/week,10,Rural,110600,7.7,67,73
57,Bachelor's,Educator,8.6,3-5x/week,9,Rural,77300,7.6,75,77
34,Master's,Entrepreneur,5.4,Daily,2,Urban,79600,5.2,83,66
49,PhD,Other,9.3,Daily,8,Rural,83600,5.1,89,73
47,PhD,Artist,7.2,Daily,4,Rural,75800,4.3,79,69
53,PhD,Other,7.9,Daily,6,Urban,84200,7.0,89,76
50,Bachelor's,Doctor,6.3,Daily,5,Rural,102500,5.7,84,49
63,Master's,Entrepreneur,5.1,3-5x/week,7,Urban,93700,7.0,75,56
46,High School,Other,9.8,1-2x/week,1,Suburban,48900,5.3,77,59
55,High School,Educator,8.7,Daily,9,Rural,66500,6.5,87,75
48,Master's,Doctor,6.9,1-2x/week,0,Rural,109200,4.5,72,60
47,PhD,Engineer,8.6,Daily,2,Urban,99800,4.6,88,60
53,Master's,Doctor,8.6,Rarely,4,Urban,113200,8.3,68,72
42,Master's,Educator,7.3,Daily,2,Suburban,77800,4.9,93,51
60,PhD,Artist,9.5,1-2x/week,6,Urban,82000,8.8,80,46
22,High School,Engineer,8.7,Daily,3,Suburban,60300,6.7,87,66
49,Bachelor's,Entrepreneur,9.9,1-2x/week,6,Suburban,77600,6.6,80,74
40,Master's,Entrepreneur,8.7,3-5x/week,8,Rural,85000,8.2,82,66
18,PhD,Doctor,8.8,Daily,7,Urban,110700,8.6,85,89
64,Bachelor's,Artist,8.0,3-5x/week,1,Urban,61100,5.4,88,61
29,High School,Educator,9.9,1-2x/week,5,Rural,54100,6.4,74,95
47,High School,Entrepreneur,7.3,Daily,0,Suburban,63800,6.1,86,47
43,Master's,Artist,6.4,3-5x/week,10,Suburban,67200,7.1,73,78
37,High School,Other,5.3,Daily,10,Urban,49800,7.1,79,82
40,Bachelor's,Entrepreneur,8.3,Daily,2,Suburban,72000,5.2,83,49
34,Bachelor's,Entrepreneur,7.4,1-2x/week,7,Suburban,72100,6.6,73,62
29,High School,Doctor,7.5,Rarely,2,Urban,82600,5.9,72,58
24,PhD,Doctor,6.0,Daily,3,Rural,111100,4.6,81,51
37,Bachelor's,Artist,6.9,3-5x/week,7,Suburban,53300,6.8,76,66
25,PhD,Entrepreneur,6.3,3-5x/week,3,Urban,86500,6.5,75,60
54,Bachelor's,Doctor,8.3,1-2x/week,4,Suburban,103600,7.7,84,60
63,Master's,Other,7.2,1-2x/week,0,Urban,75200,5.0,64,46
59,High School,Engineer,5.7,3-5x/week,5,Suburban,76100,4.2,79,81
29,PhD,Other,7.7,Daily,6,Urban,74600,6.8,84,76
44,Master's,Artist,4.0,1-2x/week,8,Rural,66600,7.7,51,59
36,Bachelor's,Other,5.8,1-2x/week,1,Suburban,54900,5.2,73,45
42,Master's,Engineer,8.4,3-5x/week,0,Urban,86800,5.5,82,63
30,High School,Doctor,6.5,3-5x/week,5,Urban,84500,8.5,79,49
42,High School,Engineer,5.7,Daily,5,Urban,69300,6.6,80,67
20,Bachelor's,Doctor,6.1,Daily,1,Urban,88500,4.4,83,61
55,PhD,Doctor,7.1,Daily,8,Suburban,126000,7.1,80,82
27,High School,Engineer,5.9,3-5x/week,0,Urban,60800,4.4,79,66
22,PhD,Doctor,7.8,Rarely,8,Suburban,112800,5.9,66,57
37,High School,Entrepreneur,5.7,1-2x/week,9,Rural,64300,5.5,74,89
30,PhD,Other,5.8,Daily,0,Rural,72000,3.8,78,47
25,Master's,Artist,5.6,1-2x/week,9,Rural,59500,5.7,73,90
54,PhD,Educator,9.4,1-2x/week,6,Suburban,94600,6.7,65,63
34,Master's,Other,7.5,Daily,1,Urban,64100,5.5,90,49
30,Bachelor's,Other,8.7,Daily,6,Urban,55000,7.5,81,74
32,Master's,Engineer,7.0,1-2x/week,4,Rural,84800,6.7,63,79
64,Bachelor's,Entrepreneur,4.7,Daily,0,Rural,80600,4.0,80,50
25,PhD,Doctor,5.8,Rarely,0,Rural,110000,4.1,55,54
28,Bachelor's,Artist,9.9,1-2x/week,0,Rural,46200,6.7,83,38
38,Master's,Engineer,4.8,1-2x/week,2,Urban,86200,3.7,77,57
52,Bachelor's,Doctor,4.5,1-2x/week,4,Urban,102800,4.4,69,64
36,PhD,Educator,8.8,1-2x/week,5,Urban,86900,8.2,71,76
19,PhD,Artist,9.1,1-2x/week,3,Rural,64100,7.9,73,68
60,Master's,Doctor,6.2,Daily,9,Rural,118500,4.5,87,87
63,Master's,Other,6.0,1-2x/week,7,Suburban,78700,7.0,76,66
59,Bachelor's,Educator,8.5,1-2x/week,7,Urban,77100,6.4,76,78
55,High School,Other,7.5,Daily,7,Urban,55500,5.4,81,51
51,High School,Other,5.0,1-2x/week,2,Rural,51400,5.7,65,73
51,High School,Other,6.4,3-5x/week,6,Suburban,53400,7.0,72,57
65,PhD,Artist,5.8,1-2x/week,2,Urban,82000,4.4,67,37
39,Master's,Educator,6.9,3-5x/week,3,Suburban,77100,4.3,78,40
63,Bachelor's,Educator,4.9,1-2x/week,4,Suburban,77200,7.2,60,75
23,High School,Educator,6.6,1-2x/week,6,Suburban,52200,6.8,75,69
45,High School,Artist,7.1,Rarely,2,Urban,44000,6.5,71,35
25,Master's,Artist,7.7,Rarely,4,Suburban,57000,6.5,61,59
55,PhD,Artist,9.3,Rarely,2,Rural,78000,6.7,70,76
29,PhD,Other,7.4,Daily,7,Suburban,75100,6.9,86,69
45,Bachelor's,Engineer,6.9,1-2x/week,1,Rural,78500,5.6,71,71
57,Bachelor's,Other,7.0,3-5x/week,8,Rural,66800,6.8,69,84
38,Bachelor's,Other,6.6,1-2x/week,2,Rural,56200,5.4,66,42
64,Bachelor's,Doctor,7.1,Rarely,0,Urban,105600,4.4,61,60
62,Bachelor's,Other,6.3,3-5x/week,7,Suburban,68300,6.7,80,75
44,Bachelor's,Engineer,5.9,1-2x/week,7,Urban,81100,7.0,72,75
42,Bachelor's,Artist,8.0,1-2x/week,9,Suburban,56300,7.2,70,73
35,PhD,Doctor,7.8,Daily,6,Rural,117000,6.2,80,65
36,High School,Engineer,8.5,Daily,3,Rural,65900,7.4,76,70
65,Bachelor's,Doctor,6.8,Rarely,0,Rural,106000,4.6,71,46
23,Master's,Educator,8.7,Daily,3,Suburban,70700,7.4,85,59
33,Master's,Other,6.9,Daily,1,Urban,63700,4.6,76,56
41,Master's,Artist,8.3,3-5x/week,6,Urban,64400,6.1,88,82
52,PhD,Educator,6.6,Rarely,1,Urban,91300,4.5,59,71
51,Master's,Artist,6.6,3-5x/week,4,Urban,67400,6.0,76,59
46,Master's,Educator,6.7,Daily,1,Suburban,78900,5.4,84,36
26,PhD,Entrepreneur,8.0,Rarely,7,Urban,88900,4.9,65,75
58,PhD,Entrepreneur,7.7,3-5x/week,7,Urban,101700,6.2,87,66
28,Bachelor's,Educator,9.2,Daily,8,Urban,65200,7.0,96,84
50,High School,Educator,4.3,3-5x/week,8,Suburban,64000,5.2,75,62
64,PhD,Doctor,6.8,Rarely,6,Urban,128600,3.4,57,65
62,High School,Doctor,4.4,Daily,9,Suburban,99300,8.0,74,74
58,Master's,Engineer,6.1,Rarely,10,Suburban,98200,6.5,64,76
29,Master's,Engineer,6.4,Daily,2,Rural,82600,3.8,81,55
43,Bachelor's,Engineer,5.4,Daily,9,Rural,81700,5.5,72,91
56,Bachelor's,Engineer,10.0,Daily,7,Urban,85900,8.6,88,78
63,High School,Artist,5.3,3-5x/week,0,Rural,50200,4.2,78,44
22,Bachelor's,Entrepreneur,7.2,Rarely,4,Suburban,65800,5.4,49,58
20,Master's,Entrepreneur,9.9,3-5x/week,3,Urban,74500,6.3,86,47
54,Bachelor's,Educator,6.1,1-2x/week,3,Urban,73100,5.8,68,71
19,High School,Artist,9.5,1-2x/week,4,Suburban,34600,5.7,80,74
36,Bachelor's,Artist,5.6,3-5x/week,5,Urban,51900,6.2,78,61
64,High School,Entrepreneur,5.5,Rarely,2,Suburban,71600,4.2,65,59
32,PhD,Doctor,7.8,1-2x/week,3,Rural,114300,6.8,77,79
39,PhD,Engineer,5.2,3-5x/week,1,Rural,96100,5.6,75,48
48,PhD,Other,7.9,3-5x/week,8,Urban,83200,8.0,92,75
48,Bachelor's,Educator,10.0,Rarely,3,Urban,70700,5.9,80,49
41,Master's,Other,8.7,Rarely,6,Rural,69400,6.9,68,72
18,High School,Entrepreneur,7.8,Rarely,0,Suburban,52200,7.7,60,43
59,Master's,Engineer,7.7,Rarely,3,Rural,95100,7.1,63,67
59,Bachelor's,Artist,8.0,3-5x/week,0,Urban,58600,5.2,87,56
59,Bachelor's,Educator,8.1,1-2x/week,5,Rural,76100,5.1,78,58
44,PhD,Doctor,5.7,1-2x/week,9,Urban,122100,7.7,63,93
26,Bachelor's,Entrepreneur,6.5,Rarely,8,Suburban,69400,6.4,57,93
53,Master's,Engineer,6.2,Rarely,8,Rural,95200,5.5,63,83
56,High School,Engineer,5.8,Rarely,4,Suburban,74400,5.4,53,72
29,Bachelor's,Artist,7.2,Daily,3,Suburban,48100,5.5,88,66
53,Master's,Educator,4.6,Rarely,3,Suburban,82700,5.8,65,77
40,Bachelor's,Other,8.0,1-2x/week,7,Rural,59500,5.6,75,60
31,PhD,Engineer,5.6,Daily,6,Suburban,95400,7.0,71,75
49,High School,Doctor,6.9,1-2x/week,4,Urban,91600,2.6,72,53
57,Master's,Engineer,5.5,Rarely,10,Suburban,97800,5.5,54,72
40,Bachelor's,Entrepreneur,9.0,3-5x/week,5,Suburban,73500,6.8,80,51
18,High School,Entrepreneur,6.1,Daily,10,Urban,57200,6.4,78,78
33,High School,Artist,6.2,Daily,0,Suburban,38200,5.8,90,40
23,High School,Other,9.5,Rarely,0,Suburban,39200,6.5,64,53
44,Master's,Educator,7.3,1-2x/week,3,Urban,79100,4.7,77,62
36,High School,Doctor,8.1,Rarely,8,Suburban,88400,8.4,63,56
62,High School,Doctor,6.5,Daily,3,Urban,96300,5.9,89,85
43,Bachelor's,Artist,5.4,Rarely,8,Urban,56200,5.2,61,64
48,PhD,Artist,7.6,3-5x/week,1,Rural,74700,5.2,90,52
63,Bachelor's,Other,9.5,Rarely,0,Urban,65200,6.8,69,54
64,High School,Doctor,9.1,3-5x/week,3,Suburban,97100,4.9,86,49
63,High School,Engineer,7.7,3-5x/week,4,Suburban,77200,5.8,75,74
21,PhD,Engineer,9.1,Rarely,9,Urban,92900,6.9,71,75
40,High School,Engineer,6.0,Daily,10,Rural,71000,7.7,81,83
46,Bachelor's,Entrepreneur,7.1,Rarely,2,Suburban,74400,3.3,53,49
46,Bachelor's,Doctor,6.8,Rarely,8,Suburban,102400,7.6,54,60
64,Bachelor's,Educator,5.8,Daily,9,Rural,80100,8.7,82,82
35,Master's,Entrepreneur,6.2,Rarely,8,Suburban,83000,5.9,69,92
55,PhD,Educator,6.4,Rarely,4,Suburban,94000,6.4,61,62
21,Bachelor's,Entrepreneur,10.0,Rarely,8,Suburban,67400,8.7,65,63
60,High School,Educator,8.3,1-2x/week,1,Urban,64500,5.7,81,54
48,High School,Entrepreneur,5.9,Rarely,9,Rural,68700,6.6,63,43
47,Master's,Educator,6.9,3-5x/week,3,Suburban,80300,4.7,75,67
24,Bachelor's,Educator,5.2,Daily,9,Rural,64100,7.4,82,51
48,Master's,Doctor,7.8,Rarely,6,Rural,112200,7.7,62,76
32,Bachelor's,Artist,6.6,Daily,5,Suburban,50300,5.9,82,62
35,Master's,Engineer,5.1,3-5x/week,0,Rural,84000,3.9,73,54
28,High School,Artist,7.5,Rarely,0,Rural,36200,6.4,61,50
19,Bachelor's,Educator,7.7,Rarely,8,Urban,61600,7.9,63,73
33,High School,Engineer,6.8,1-2x/week,2,Suburban,64200,5.5,79,75
62,High School,Educator,7.7,3-5x/week,4,Rural,66800,6.4,81,77
27,High School,Engineer,4.0,3-5x/week,6,Suburban,63800,6.0,66,65
36,PhD,Engineer,5.7,Rarely,2,Urban,95400,5.8,60,50
30,High School,Doctor,5.8,Rarely,3,Urban,83500,4.6,66,86
20,High School,Artist,7.2,3-5x/week,4,Rural,35000,6.9,89,67
18,High School,Doctor,8.4,Rarely,7,Rural,80700,5.1,64,68
29,High School,Entrepreneur,8.2,Rarely,3,Rural,58100,7.1,67,60
35,Master's,Educator,8.5,Rarely,8,Urban,78000,5.8,66,69
49,PhD,Entrepreneur,4.0,Rarely,3,Suburban,96100,4.4,56,59
51,PhD,Entrepreneur,7.8,Daily,6,Rural,98400,6.5,78,62
42,Master's,Educator,7.2,3-5x/week,1,Rural,77300,4.7,81,72
64,PhD,Doctor,5.7,Rarely,10,Urban,130600,5.3,59,89
43,Bachelor's,Doctor,7.1,1-2x/week,7,Suburban,100700,6.5,66,53
39,Master's,Doctor,7.8,1-2x/week,1,Urban,106100,4.9,72,61
50,Bachelor's,Engineer,7.7,3-5x/week,0,Suburban,80000,5.7,77,70
55,PhD,Educator,7.8,Daily,5,Suburban,94500,3.7,86,59
52,PhD,Doctor,5.5,3-5x/week,6,Suburban,123800,5.5,73,56
40,High School,Educator,4.0,3-5x/week,10,Suburban,61000,5.6,66,72
38,Master's,Other,10.0,Rarely,1,Urban,65700,4.7,69,36
65,Bachelor's,Other,4.6,Daily,8,Suburban,70000,6.3,76,89
38,High School,Artist,8.0,1-2x/week,0,Rural,40200,6.8,74,43
45,High School,Artist,7.5,3-5x/week,8,Urban,47000,9.3,75,56
28,Master's,Educator,8.5,3-5x/week,10,Rural,76200,6.5,85,81
52,PhD,Other,5.7,3-5x/week,7,Suburban,84300,7.4,81,71
53,Master's,Entrepreneur,6.9,Daily,10,Suburban,91200,5.2,75,88
46,PhD,Artist,6.6,1-2x/week,5,Suburban,75900,7.2,73,73
36,PhD,Entrepreneur,6.4,3-5x/week,7,Urban,92900,5.8,73,60
62,Master's,Engineer,4.7,1-2x/week,8,Suburban,98800,7.8,69,61
35,Bachelor's,Entrepreneur,5.9,Rarely,8,Urban,73000,4.7,53,88
57,Bachelor's,Doctor,8.6,Rarely,3,Urban,104300,6.7,62,46
22,High School,Entrepreneur,10.0,1-2x/week,1,Suburban,54300,4.6,80,53
21,Bachelor's,Artist,8.0,3-5x/week,8,Suburban,47400,6.5,79,60
54,PhD,Other,8.2,1-2x/week,3,Rural,83100,5.2,86,60
40,Bachelor's,Engineer,8.8,Daily,4,Rural,78000,6.8,86,65
22,Bachelor's,Artist,8.1,3-5x/week,1,Rural,44300,6.6,79,51
62,PhD,Educator,8.8,Daily,6,Suburban,97800,7.6,94,76
20,Bachelor's,Educator,6.0,Daily,5,Urban,60500,3.9,87,50
39,Bachelor's,Educator,4.7,Rarely,7,Urban,69100,5.1,61,76
61,PhD,Doctor,4.7,Rarely,8,Suburban,128400,4.8,58,78
25,High School,Entrepreneur,7.3,3-5x/week,2,Urban,56000,4.7,77,63
30,High School,Educator,7.5,1-2x/week,3,Suburban,53500,6.2,77,50
40,Bachelor's,Artist,6.4,3-5x/week,6,Urban,54000,6.9,88,68
43,High School,Educator,5.8,3-5x/week,2,Urban,58200,4.0,72,54
56,Master's,Doctor,8.1,3-5x/week,3,Rural,113900,6.5,85,51
24,High School,Entrepreneur,7.6,Daily,7,Rural,58100,5.9,79,79
20,High School,Other,6.7,3-5x/week,5,Urban,40500,7.7,81,74
50,Bachelor's,Doctor,7.9,Rarely,8,Urban,104000,6.0,64,54
65,Master's,Entrepreneur,7.6,Rarely,3,Rural,92500,6.2,64,65
31,High School,Other,8.8,Daily,0,Urban,42400,6.6,83,45
35,PhD,Entrepreneur,8.4,3-5x/week,5,Suburban,91500,6.2,86,61
25,PhD,Doctor,8.4,Rarely,8,Rural,114000,8.5,66,75
51,Master's,Engineer,4.8,3-5x/week,8,Urban,94400,4.6,72,70
24,Bachelor's,Doctor,7.0,1-2x/week,8,Rural,93600,7.6,73,72
31,PhD,Other,7.1,3-5x/week,3,Rural,73900,6.7,86,55
52,Master's,Artist,5.7,3-5x/week,9,Suburban,70300,6.8,82,84
34,Master's,Entrepreneur,7.0,3-5x/week,3,Urban,80100,5.6,75,85
59,Bachelor's,Entrepreneur,5.9,3-5x/week,5,Rural,81100,6.2,79,68
